"Table 16. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Industrial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
"REA Energy Cooperative, Inc.",Cooperative,4,"1,330","16,107",8.26
Schuylkill Haven Borough of,Publicly Owned,16,826,"12,476",6.62
Smethport Borough of,Publicly Owned,2,19,179,10.61
"Somerset Rural Elec Coop, Inc",Cooperative,8,"1,435","18,212",7.88
St Clair Borough of,Publicly Owned,3,637,"7,800",8.17
Tarentum Borough of,Publicly Owned,3,362,"4,094",8.84
Tri-County Rural Elec Coop Inc,Cooperative,3,"1,698","29,934",5.67
"UGI Utilities, Inc",Investor-Owned,164,"7,717","112,070",6.89
"United Electric Coop, Inc",Cooperative,134,"2,192","19,514",11.23
Valley Rural Electric Coop Inc,Cooperative,1,"1,075","16,543",6.50
Watsontown Borough of,Publicly Owned,1,109,"1,334",8.17
Weatherly Borough of,Publicly Owned,4,824,"11,771",7.00
Wellsborough Electric Co,Investor-Owned,14,"2,142","40,169",5.33
West Penn Power Co,Investor-Owned,"12,945","356,954","7,975,017",4.48
 State Total,,"27,588","2,597,269","43,161,500",6.02
Rhode Island,,,,,
Block Island Power Co,Investor-Owned,26,132,677,19.50
Pascoag Utility District,Publicly Owned,25,"1,474","16,604",8.88
The Narragansett Electric Co,Investor-Owned,"2,267","73,464","941,882",7.80
 State Total,,"2,318","75,070","959,163",7.83
South Carolina,,,,,
Aiken Electric Cooperative Inc,Cooperative,14,"6,730","158,821",4.24
Bamberg Board of Public Works,Publicly Owned,6,381,"8,087",4.71
Berkeley Electric Coop Inc,Cooperative,200,"8,757","153,241",5.71
"Black River Electric Coop, Inc",Cooperative,17,"6,258","128,463",4.87
"Blue Ridge Electric Coop, Inc",Cooperative,15,"2,436","44,874",5.43
"Broad River Electric Coop, Inc",Cooperative,3,"1,190","18,256",6.52
Carolina Power & Light Co,Investor-Owned,792,"155,928","3,186,442",4.89
Clinton Combined Utility Sys,Publicly Owned,6,"2,286","35,708",6.40
Due West City of,Publicly Owned,1,10,94,10.64
Duke Energy Corporation,Investor-Owned,"1,937","376,645","10,411,519",3.62
"Edisto Electric Coop, Inc",Cooperative,14,"1,235","20,504",6.02
"Fairfield Electric Coop, Inc",Cooperative,10,"4,980","125,931",3.95
Gaffney City of,Publicly Owned,27,"1,595","35,701",4.47
Greenwood Commissioners-Pub Wk,Publicly Owned,177,"5,778","125,617",4.60
Horry Electric Cooperative Inc,Cooperative,6,"1,847","27,660",6.68
"Laurens Electric Coop, Inc",Cooperative,28,"8,763","159,283",5.50
Lockhart Power Co,Investor-Owned,11,"5,469","115,976",4.72
"Lynches River Elec Coop, Inc",Cooperative,11,"3,471","66,347",5.23
"Marlboro Electric Coop, Inc",Cooperative,6,"19,920","618,791",3.22
McCormick Town of,Publicly Owned,1,1,1,100.00
Mid-Carolina Electric Coop Inc,Cooperative,5,"1,042","23,107",4.51
Newberry City of,Publicly Owned,14,"4,117","66,455",6.20
"Newberry Electric Coop, Inc",Cooperative,79,"4,982","94,962",5.25
Orangeburg City of,Publicly Owned,244,"19,864","452,000",4.39
Palmetto Electric Coop Inc,Cooperative,318,"14,005","258,224",5.42
"Pee Dee Electric Coop, Inc",Cooperative,21,"14,615","370,764",3.94
Rock Hill City of,Publicly Owned,10,"3,238","53,997",6.00
"Santee Electric Coop, Inc",Cooperative,12,"21,298","569,409",3.74
Seneca City of,Publicly Owned,3,"1,738","38,475",4.52
South Carolina Electric & Gas Co,Investor-Owned,"1,024","257,770","6,505,509",3.96
South Carolina Pub Serv Auth,Publicly Owned,31,"267,572","7,970,307",3.36
Union City of,Publicly Owned,15,674,"8,303",8.12
Winnsboro Town of,Publicly Owned,64,"2,381","35,000",6.80
"York Electric Cooperative, Inc",Cooperative,14,"2,037","38,245",5.33
 State Total,,"5,136","1,229,013","31,926,073",3.85
South Dakota,,,,,
Beresford City of,Publicly Owned,27,656,"12,035",5.45
Big Stone City City of,Publicly Owned,2,344,"7,327",4.69
Black Hills Power Inc,Investor-Owned,30,"14,400","294,073",4.90
"Bon Homme Yankton El Assn, Inc",Cooperative,2,598,"12,136",4.93
Brookings City of,Publicly Owned,89,"4,273","99,372",4.30
"Cam Wal Electric Coop, Inc",Cooperative,66,212,"2,379",8.91
"Central Electric Coop, Inc",Cooperative,1,61,746,8.18
"Charles Mix Electric Assn, Inc",Cooperative,110,282,"4,203",6.71
Clay-Union Electric Corp,Cooperative,17,379,"7,513",5.04
"Dakota Energy Cooperative, Inc",Cooperative,2,500,"12,548",3.98
Elk Point City of,Publicly Owned,5,159,"1,349",11.79
Flandreau City of,Publicly Owned,27,373,"9,484",3.93
Fort Pierre City of,Publicly Owned,2,5,"1,000",0.50
"Grand Electric Coop, Inc",Cooperative,3,"3,137","110,180",2.85
"H-D Electric Cooperative, Inc",Cooperative,81,134,"1,619",8.28
Hecla City of,Publicly Owned,4,3,46,6.52
"Lake Region Electric Assn, Inc",Cooperative,2,349,"6,596",5.29
Madison City of,Publicly Owned,42,"1,290","29,510",4.37
"McCook Electric Coop, Inc",Cooperative,1,169,"2,324",7.27
MDU Resources Group Inc,Investor-Owned,23,434,"7,335",5.92
MidAmerican Energy Co,Investor-Owned,12,"2,841","66,798",4.25
Miller City of,Publicly Owned,38,314,"7,164",4.38
"Northern Electric Coop, Inc",Cooperative,12,"1,628","28,576",5.70
Northern States Power Co,Investor-Owned,21,"13,796","331,848",4.16
NorthWestern Energy,Investor-Owned,33,"11,694","209,290",5.59
"Oahe Electric Cooperative, Inc",Cooperative,202,"1,115","17,435",6.40
Pierre City of,Publicly Owned,112,"2,894","70,077",4.13
Sioux Valley SW Elec Coop,Cooperative,6,"1,946","49,073",3.97
Union County Electric Coop Inc,Cooperative,173,181,"2,576",7.03
Volga City of,Publicly Owned,18,"1,848","40,550",4.56
Watertown Municipal Utilities,Publicly Owned,325,"6,248","149,309",4.18
West River Electric Assn Inc,Cooperative,3,549,"9,277",5.92
White City of,Publicly Owned,2,23,130,17.69
 State Total,,"1,493","72,835","1,603,878",4.54
Tennessee,,,,,
Alcoa Utilities City of,Publicly Owned,10,"2,896","54,892",5.28
Appalachian Electric Coop,Cooperative,6,"2,267","40,948",5.54
Athens Utility Board,Publicly Owned,13,"13,533","303,424",4.46
Benton County,Publicly Owned,4,"2,857","66,909",4.27
Bolivar City of,Publicly Owned,5,"2,322","38,690",6.00
Bristol City of,Publicly Owned,23,"8,912","222,493",4.01
Brownsville City of,Publicly Owned,6,"4,985","108,865",4.58
"Caney Fork Electric Coop, Inc",Cooperative,8,"5,587","107,524",5.20
Carroll County,Publicly Owned,6,"6,354","148,836",4.27
Chattanooga City of,Publicly Owned,110,"82,532","1,821,473",4.53
"Chickasaw Electric Coop, Inc",Cooperative,6,"3,547","76,725",4.62
Clarksville City of,Publicly Owned,17,"9,340","186,278",5.01
Cleveland City of,Publicly Owned,33,"17,414","377,527",4.61
Clinton City of,Publicly Owned,13,"8,770","181,579",4.83
Columbia Power System,Publicly Owned,7,"3,226","60,188",5.36
Cookeville City of,Publicly Owned,17,"8,484","167,879",5.05
Covington City of,Publicly Owned,14,"9,044","187,323",4.83
Cumberland Elec Member Corp,Cooperative,23,"17,107","433,304",3.95
Dayton City of,Publicly Owned,5,"2,970","59,110",5.02
Dickson City of,Publicly Owned,18,"9,555","199,281",4.79
Duck River Elec Member Corp,Cooperative,13,"8,046","167,611",4.80
Dyersburg City of,Publicly Owned,18,"15,461","347,230",4.45
Elizabethton City of,Publicly Owned,7,"3,357","60,748",5.53
Entergy Arkansas Inc,Investor-Owned,4,2,11,18.18
Erwin Town of,Publicly Owned,8,"4,155","92,428",4.50
Etowah City of,Publicly Owned,3,"5,536","132,670",4.17
Fayetteville City of,Publicly Owned,6,"4,677","88,094",5.31
"Forked Deer Electric Coop, Inc",Cooperative,1,"1,532","30,690",4.99
Fort Loudoun Electric Coop,Cooperative,5,"1,255","23,908",5.25
Gallatin City of,Publicly Owned,18,"17,044","405,981",4.20
Gibson Electric Members Corp,Cooperative,15,"6,995","132,828",5.27
Greeneville City of,Publicly Owned,24,"15,953","355,596",4.49
Harriman City of,Publicly Owned,3,"1,181","24,481",4.82
"Holston Electric Coop, Inc",Cooperative,23,"13,901","302,739",4.59
Humboldt City of,Publicly Owned,12,"5,514","113,919",4.84
Jackson City of,Publicly Owned,49,"35,627","776,571",4.59
Johnson City City of,Publicly Owned,37,"18,526","342,798",5.40
Kingsport Power Co,Investor-Owned,195,"26,401","797,201",3.31
Knoxville Utilities Board,Publicly Owned,77,"58,414","1,282,462",4.55
LaFollette City of,Publicly Owned,6,"1,810","25,250",7.17
Lawrenceburg City of,Publicly Owned,12,"6,371","128,504",4.96
Lenoir City City of,Publicly Owned,32,"10,353","201,124",5.15
Lewisburg City of,Publicly Owned,12,"8,596","186,816",4.60
Lexington City of,Publicly Owned,15,"5,513","102,822",5.36
Loudon Utilities Board,Publicly Owned,12,"9,699","198,550",4.88
Maryville Utilities,Publicly Owned,12,"9,568","213,365",4.48
McMinnville Electric System,Publicly Owned,8,"3,305","66,228",4.99
Memphis City of,Publicly Owned,312,"186,604","4,034,209",4.63
Meriwether Lewis Electric Coop,Cooperative,14,"6,006","122,070",4.92
Middle Tennessee E M C,Cooperative,83,"38,981","868,817",4.49
Milan City of,Publicly Owned,7,"4,396","79,367",5.54
Morristown City of,Publicly Owned,43,"20,386","412,468",4.94
"Mountain Electric Coop, Inc",Cooperative,3,"4,662","110,018",4.24
Mt Pleasant City of,Publicly Owned,3,629,"10,054",6.26
Murfreesboro City of,Publicly Owned,25,"13,970","271,888",5.14
Nashville Electric Service,Publicly Owned,190,"145,212","3,145,532",4.62
Newbern City of,Publicly Owned,6,"4,621","97,000",4.76
Newport City of,Publicly Owned,10,"6,932","149,554",4.64
Oak Ridge City of,Publicly Owned,7,"5,349","106,486",5.02
Paris City of,Publicly Owned,11,"4,459","91,240",4.89
Pickwick Electric Cooperative,Cooperative,9,"3,098","53,882",5.75
Plateau Electric Cooperative,Cooperative,4,"2,680","44,784",5.98
Powell Valley Electric Coop,Cooperative,5,"1,878","40,827",4.60
Pulaski City of,Publicly Owned,10,"7,843","161,787",4.85
Ripley City of,Publicly Owned,9,"6,322","114,574",5.52
Rockwood City of,Publicly Owned,6,"3,254","73,927",4.40
Sequachee Valley Electric Coop,Cooperative,14,"8,056","162,943",4.94
Sevier County Electric System,Publicly Owned,12,"5,782","122,277",4.73
Shelbyville City of,Publicly Owned,13,"6,960","155,212",4.48
Smithville City of,Publicly Owned,5,"2,954","58,117",5.08
South Kentucky Rural E C C,Cooperative,1,11,123,8.94
Southwest Tennessee E M C,Cooperative,9,"4,062","74,263",5.47
Sparta City of,Publicly Owned,3,"1,459","29,060",5.02
Springfield City of,Publicly Owned,11,"4,599","92,188",4.99
Sweetwater City of,Publicly Owned,5,"3,607","68,037",5.30
Tennessee Valley Authority,Federal,25,"254,565","8,724,908",2.92
Tennessee Valley Electric Coop,Cooperative,6,"2,261","32,858",6.88
Trenton City of,Publicly Owned,1,394,"6,507",6.06
Tri-County Elec Member Corp,Cooperative,4,775,"12,267",6.32
Tullahoma Board-Public Utils,Publicly Owned,5,"1,598","32,239",4.96
Union City City of,Publicly Owned,7,"11,976","309,789",3.87
Upper Cumberland E M C,Cooperative,12,"7,153","146,867",4.87
Volunteer Electric Coop,Cooperative,15,"12,530","282,787",4.43
Weakley County Mun Elec Sys,Publicly Owned,14,"3,875","70,030",5.53
Winchester City of,Publicly Owned,6,"1,613","32,484",4.97
 State Total,,"1,896","1,322,006","31,845,313",4.15
Texas,,,,,
AEP Texas Central Company,Investor-Owned,450,"12,792","304,634",4.20
AEP Texas Commercial & Ind,Power Marketer,114,"46,354","1,837,404",2.52
AEP Texas North Company,Investor-Owned,470,"2,134","104,092",2.05
Austin Energy,Publicly Owned,62,"69,817","1,539,821",4.53
Bailey County Elec Coop Assn,Cooperative,"3,580","10,511","128,789",8.16
Bellville City of,Publicly Owned,190,762,"8,342",9.13
"Big Country Electric Coop, Inc",Cooperative,1,27,996,2.71
"Bluebonnett Electric Coop, Inc",Cooperative,277,"17,323","361,178",4.80
"Bowie-Cass Electric Coop, Inc",Cooperative,6,"2,281","42,811",5.33
BP Energy Company,Power Marketer,6,"44,245","1,118,262",3.96
Brenham City of,Publicly Owned,31,"8,076","160,204",5.04
Brownfield City of,Publicly Owned,7,141,"2,168",6.50
Brownsville Public Utilities Board,Publicly Owned,712,"24,299","475,020",5.12
Bryan City of,Publicly Owned,14,"6,775","123,327",5.49
Burnet City of,Publicly Owned,65,"2,721","33,074",8.23
Caldwell City of,Publicly Owned,15,478,"6,206",7.70
Calpine Energy Services LP,Power Marketer,18,"142,946","5,425,135",2.63
Calpine Power America LP,Power Marketer,26,"129,681","5,410,785",2.40
Cap Rock Energy Corporation,Investor-Owned,"1,334","16,248","202,941",8.01
"CenterPoint Energy Houston Electric, LLC",Investor-Owned,203,"90,750","384,768",23.59
Coleman City of,Publicly Owned,22,550,"7,217",7.62
"Coleman County Elec Coop, Inc",Cooperative,2,"1,309","34,000",3.85
Comanche County Elec Coop Assn,Cooperative,1,356,"8,266",4.31
"Concho Valley Elec Coop, Inc",Cooperative,6,"2,324","59,454",3.91
Conoco Inc,Power Marketer,32,"2,818","78,156",3.61
"Constellation NewEnergy, Inc",Power Marketer,18,"77,858","1,680,990",4.63
CPL Retail Energy LP,Power Marketer,1,787,"17,761",4.43
Cuero City of,Publicly Owned,4,"3,017","54,080",5.58
"Deaf Smith Electric Coop, Inc",Cooperative,5,"1,023","16,980",6.02
"Deep East Texas Elec Coop, Inc",Cooperative,9,"3,839","84,220",4.56
Denton City of,Publicly Owned,95,"26,131","426,809",6.12
El Paso Electric Company,Investor-Owned,117,"64,572","1,071,390",6.03
Electra City of,Publicly Owned,9,173,"3,243",5.33
Entergy Gulf States Inc,Investor-Owned,"4,404","270,722","6,172,852",4.39
Fannin County Electric Coop,Cooperative,8,7,84,8.33
"Farmers Electric Coop, Inc",Cooperative,3,414,"6,156",6.73
Farmersville City of,Publicly Owned,12,438,"5,648",7.75
"Fayette Electric Coop, Inc",Cooperative,4,"1,216","22,119",5.50
First Choice Power,Power Marketer,169,"13,728","239,824",5.72
Flatonia City of,Publicly Owned,39,716,"9,074",7.89
Fort Belknap Electric Coop Inc,Cooperative,5,735,"5,000",14.70
Garland City of,Publicly Owned,"1,213","49,713","787,689",6.31
Georgetown City of,Publicly Owned,68,800,"31,298",2.56
Goldthwaite City of,Publicly Owned,33,451,"4,976",9.06
Gonzales City of,Publicly Owned,7,"1,311","25,528",5.14
"Greenbelt Electric Coop, Inc",Cooperative,5,804,"12,044",6.68
Guadalupe Valley Elec Coop Inc,Cooperative,85,"26,988","670,298",4.03
Hallettsville City of,Publicly Owned,3,181,"2,140",8.46
"Harmon Electric Assn, Inc",Cooperative,1,6,73,8.22
"HILCO Electric Cooperative, Inc.",Cooperative,1,"9,965","268,848",3.71
Hondo City of,Publicly Owned,3,888,"16,134",5.50
"Houston County Elec Coop, Inc",Cooperative,3,"1,279","23,403",5.47
J-A-C Electric Cooperative Inc,Cooperative,2,177,"2,071",8.55
"Jackson Electric Coop, Inc",Cooperative,7,546,"10,306",5.30
Jasper City of,Publicly Owned,7,778,"9,059",8.59
"Jasper-Newton Elec Coop, Inc",Cooperative,90,"6,387","139,013",4.59
"Karnes Electric Coop, Inc",Cooperative,2,"1,181","19,803",5.96
La Grange City of,Publicly Owned,72,"1,157","18,670",6.20
"Lamb County Electric Coop, Inc",Cooperative,12,"3,300","74,510",4.43
Lampasas City of,Publicly Owned,1,"1,157","19,071",6.07
"Lea County Electric Coop, Inc",Cooperative,9,"1,035","15,319",6.76
"Lighthouse Electric Coop, Inc",Cooperative,5,"4,989","106,104",4.70
Lockhart City of,Publicly Owned,7,498,"11,690",4.26
Lubbock City of,Publicly Owned,96,"13,471","281,612",4.78
"Lyntegar Electric Coop, Inc",Cooperative,6,731,"13,592",5.38
Magic Valley Electric Coop Inc,Cooperative,289,"10,388","198,464",5.23
"McLennan County Elec Coop, Inc",Cooperative,6,"1,272","27,570",4.61
"Medina Electric Coop, Inc",Cooperative,4,944,"21,158",4.46
Mid-South Electric Coop Assn,Cooperative,12,"3,861","72,152",5.35
Moulton City of,Publicly Owned,22,148,"2,129",6.95
"Navarro County Elec Coop, Inc",Cooperative,8,"4,642","103,340",4.49
"Navasota Valley Elec Coop, Inc",Cooperative,7,"6,200","150,000",4.13
New Braunfels City of,Publicly Owned,14,"16,399","393,481",4.17
North Plains Electric Coop Inc,Cooperative,15,"2,277","33,817",6.73
"Nueces Electric Coop, Inc",Cooperative,9,"1,429","22,374",6.39
"Pedernales Electric Coop, Inc",Cooperative,678,"32,110","580,419",5.53
"Rita Blanca Electric Coop, Inc",Cooperative,2,436,"9,273",4.70
"Rusk County Electric Coop, Inc",Cooperative,6,"3,056","81,805",3.74
"Sam Houston Electric Coop, Inc",Cooperative,14,"6,545","114,289",5.73
San Antonio City of,Publicly Owned,"1,060","147,002","2,903,812",5.06
"San Bernard Electric Coop, Inc",Cooperative,7,"4,272","89,191",4.79
San Marcos City of,Publicly Owned,11,"4,225","46,141",9.16
San Patricio Electric Coop Inc,Cooperative,1,875,"14,142",6.19
Sanger City of,Publicly Owned,158,"1,295","29,960",4.32
Schulenburg City of,Publicly Owned,97,"1,773","28,704",6.18
Seguin City of,Publicly Owned,9,"4,269","87,918",4.86
Seymour City of,Publicly Owned,17,502,"5,506",9.12
Sharyland Utilities LP,Investor-Owned,16,43,250,17.20
South Plains Electric Coop Inc,Cooperative,"6,986","12,023","132,058",9.10
"Southwest Rural Elec Assn, Inc",Cooperative,11,586,"11,483",5.10
"Southwest Texas Elec Coop, Inc",Cooperative,192,"3,989","75,960",5.25
Southwestern Electric Power Co,Investor-Owned,"3,271","104,265","2,691,820",3.87
Southwestern Public Service Co,Investor-Owned,89,"115,617","3,647,587",3.17
"Swisher Electric Coop, Inc",Cooperative,9,"1,023","16,237",6.30
"Taylor Electric Coop, Inc",Cooperative,3,529,"10,022",5.28
Texas-New Mexico Power Co,Investor-Owned,24,"2,319","150,966",1.54
Timpson City of,Publicly Owned,1,59,950,6.21
"Tri-County Electric Coop, Inc",Cooperative,47,"11,545","237,525",4.86
Tulia City of,Publicly Owned,24,152,"2,418",6.29
TXU Energy Retail Co LP,Power Marketer,"48,257","1,782,096","32,204,993",5.53
TXU SESCO Energy Serv Co,Investor-Owned,456,"6,363","161,746",3.93
United Electric Coop Service Inc,Cooperative,20,"10,450","257,844",4.05
Upshur Rural Elec Coop Corp,Cooperative,2,383,"8,165",4.69
"Victoria Electric Coop, Inc",Cooperative,4,672,"10,000",6.72
Waelder City of,Publicly Owned,4,467,"8,085",5.78
Weatherford Mun Utility System,Publicly Owned,3,"1,176","19,105",6.16
Weimar City of,Publicly Owned,1,407,"6,548",6.22
"Wharton County Elec Coop, Inc",Cooperative,7,"3,380","67,813",4.98
Whitesboro City of,Publicly Owned,49,355,"4,711",7.54
"Wood County Electric Coop, Inc",Cooperative,1,"1,646","43,069",3.82
"WTU Retail Energy, L.P.",Power Marketer,1,469,"18,445",2.54
"XERS, Inc.",Power Marketer,30,"28,569","605,930",4.71
Yoakum City of,Publicly Owned,3,902,"13,991",6.45
,Power Marketer,6,"10,226","1,931,621",0.53
,Power Marketer,"17,800","1,107,819","23,015,860",4.81
,Power Marketer,6,"70,991","1,641,967",4.32
 State Total,,"94,053","4,761,328","102,249,345",4.66
Utah,,,,,
Beaver City Corporation,Publicly Owned,1,58,821,7.06
Bountiful City City of,Publicly Owned,1,"2,217","47,944",4.62
Brigham City Corporation,Publicly Owned,2,"1,847","44,187",4.18
"Dixie Escalante R E A, Inc",Cooperative,184,"1,542","33,611",4.59
"Flowell Electric Assn, Inc",Cooperative,1,9,33,27.27
"Garkane Energy Coop, Inc",Cooperative,1,"1,265","22,299",5.67
Hurricane Power Committee,Publicly Owned,35,"1,230","14,020",8.77
Hyrum City Corporation,Publicly Owned,1,"1,558","36,610",4.26
Kanab City Corporation,Publicly Owned,2,20,244,8.20
Kaysville City Corporation,Publicly Owned,1,75,998,7.52
Logan City of,Publicly Owned,7,"4,645","86,021",5.40
Meadow Town Corporation,Publicly Owned,2,5,125,4.00
Moon Lake Electric Assn Inc,Cooperative,7,"3,021","46,642",6.48
"Mt Wheeler Power, Inc",Cooperative,2,48,716,6.70
Nephi City Corporation,Publicly Owned,1,169,"2,712",6.23
PacifiCorp,Investor-Owned,"8,249","236,015","6,403,497",3.69
Provo City Corporation,Publicly Owned,1,"5,161","120,392",4.29
Raft River Rural Elec Coop Inc,Cooperative,10,61,"1,412",4.32
Spanish Fork City Corporation,Publicly Owned,8,"2,082","39,883",5.22
Spring City Corporation,Publicly Owned,10,13,112,11.61
Springville City of,Publicly Owned,85,"7,621","108,104",7.05
Strawberry Electric Serv Dist,Publicly Owned,9,281,"3,042",9.24
Washington City of,Publicly Owned,1,18,240,7.50
Wells Rural Electric Co,Cooperative,3,348,"5,745",6.06
 State Total,,"8,624","269,309","7,019,410",3.84
Vermont,,,,,
Burlington City of,Publicly Owned,14,"5,171","60,498",8.55
Central Vermont Pub Serv Corp,Investor-Owned,37,"34,206","407,335",8.40
Citizens Communications Co,Investor-Owned,8,"7,758","103,514",7.49
Green Mountain Power Corp,Investor-Owned,20,"48,146","661,480",7.28
Hardwick Town of,Publicly Owned,23,369,"3,511",10.51
Hyde Park Village of,Publicly Owned,1,18,112,16.07
Jacksonville Village of,Publicly Owned,3,149,"1,500",9.93
Johnson Village of,Publicly Owned,14,633,"8,225",7.70
Ludlow Village of,Publicly Owned,5,"1,776","16,957",10.47
Lyndonville Village of,Publicly Owned,42,"2,522","23,612",10.68
Morrisville Village of,Publicly Owned,54,"1,979","17,676",11.20
New England Power Company,Investor-Owned,1,87,553,15.73
Northfield Village of,Publicly Owned,15,"1,225","11,035",11.10
Omya Inc,Investor-Owned,3,"14,888","207,837",7.16
Orleans Village of,Publicly Owned,1,974,"9,466",10.29
Stowe Town of,Publicly Owned,20,79,790,10.00
Swanton Village of,Publicly Owned,84,"3,209","32,955",9.74
"Vermont Electric Coop, Inc",Cooperative,91,"2,120","21,488",9.87
"Washington Electric Coop, Inc",Cooperative,10,422,"3,138",13.45
 State Total,,446,"125,731","1,591,682",7.90
Virginia,,,,,
A & N Electric Cooperative,Cooperative,43,"6,284","86,369",7.28
Appalachian Power Co,Investor-Owned,"2,022","190,001","5,667,007",3.35
"BARC Electric Cooperative, Inc",Cooperative,2,"1,473","21,839",6.74
Bedford City of,Publicly Owned,34,"4,889","99,646",4.91
Blackstone Town of,Publicly Owned,6,647,"10,168",6.36
Bristol Virginia Utilities,Publicly Owned,328,"13,286","347,580",3.82
Central Virginia Electric Coop,Cooperative,7,"2,920","63,073",4.63
Community Electric Cooperative,Cooperative,2,183,"2,701",6.78
Culpeper Town of,Publicly Owned,10,"1,293","23,363",5.53
Danville City of,Publicly Owned,57,"6,283","155,018",4.05
Delmarva Power & Light Company,Investor-Owned,46,"3,907","64,929",6.02
Elkton Town of,Publicly Owned,10,54,"1,137",4.75
Franklin City of,Publicly Owned,5,853,"16,500",5.17
Harrisonburg City of,Publicly Owned,8,"5,976","123,724",4.83
Kentucky Utilities Co,Investor-Owned,118,"9,492","236,625",4.01
Manassas City of,Publicly Owned,3,"10,098","259,170",3.90
Martinsville City of,Publicly Owned,3,682,"16,116",4.23
"Mecklenburg Electric Coop, Inc",Cooperative,8,"5,958","104,090",5.72
Northern Virginia Elec Coop,Cooperative,32,"16,154","300,992",5.37
Powell Valley Electric Coop,Cooperative,2,"1,148","19,790",5.80
Prince George Electric Coop,Cooperative,6,"3,352","54,817",6.11
Radford City of,Publicly Owned,22,"7,977","211,006",3.78
Rappahannock Electric Coop,Cooperative,214,"46,889","993,406",4.72
Salem City of,Publicly Owned,132,"2,626","68,087",3.86
Shenandoah Valley Elec Coop,Cooperative,19,"10,647","181,382",5.87
"Southside Electric Coop, Inc",Cooperative,249,"6,820","100,003",6.82
Tennessee Valley Authority,Federal,1,246,"8,947",2.75
The Potomac Edison Co,Investor-Owned,"1,402","42,307","1,028,331",4.11
Virginia Electric & Power Co,Investor-Owned,656,"402,253","9,211,471",4.37
Virginia Tech Electric Service,Publicly Owned,2,424,"11,623",3.65
 State Total,,"5,449","805,122","19,488,910",4.13
Washington,,,,,
Avista Corp,Investor-Owned,894,"37,062","819,602",4.52
Benton Rural Electric Assn,Cooperative,7,"2,987","66,350",4.50
Blaine City of,Publicly Owned,13,346,"4,920",7.03
Bonneville Power Admin,Federal,4,"15,782","450,524",3.50
Cashmere City of,Publicly Owned,12,63,"1,942",3.24
Centralia City of,Publicly Owned,43,"1,465","27,747",5.28
Cheney City of,Publicly Owned,8,685,"13,886",4.93
Clearwater Power Company,Cooperative,1,456,"11,549",3.95
"Columbia Rural Elec Assn, Inc",Cooperative,2,911,"24,966",3.65
Ellensburg City of,Publicly Owned,1,691,"15,239",4.53
Inland Power & Light Company,Cooperative,468,"4,038","102,106",3.95
McCleary City of,Publicly Owned,4,"1,069","20,664",5.17
"Nespelem Valley Elec Coop, Inc",Cooperative,106,657,"12,486",5.26
"Okanogan County Elec Coop, Inc",Cooperative,10,483,"9,129",5.29
PacifiCorp,Investor-Owned,"5,942","47,367","1,184,708",4.00
Peninsula Light Company,Cooperative,2,359,"7,198",4.99
Port Angeles City of,Publicly Owned,5,"10,635","383,658",2.77
Public Utility District No 1,Publicly Owned,4,"1,069","19,055",5.61
Public Utility District No 2,Publicly Owned,2,"1,281","28,921",4.43
PUD No 1 of Benton County,Publicly Owned,3,"3,044","80,551",3.78
PUD No 1 of Chelan County,Publicly Owned,26,"4,877","253,679",1.92
PUD No 1 of Clallam County,Publicly Owned,213,"5,703","107,175",5.32
PUD No 1 of Clark County,Publicly Owned,18,"29,154","652,363",4.47
PUD No 1 of Cowlitz County,Publicly Owned,91,"107,050","3,077,041",3.48
PUD No 1 of Ferry County,Publicly Owned,4,"1,707","37,076",4.60
PUD No 1 of Grays Harbor Cnty,Publicly Owned,38,"14,740","268,503",5.49
PUD No 1 of Klickitat County,Publicly Owned,4,"8,508","253,783",3.35
PUD No 1 of Lewis County,Publicly Owned,81,"6,823","172,514",3.96
PUD No 1 of Okanogan County,Publicly Owned,4,"1,578","35,164",4.49
PUD No 1 of Pend Oreille Cnty,Publicly Owned,7,"21,611","781,274",2.77
PUD No 1 of Whatcom County,Publicly Owned,1,"6,491","182,962",3.55
PUD No 2 of Grant County,Publicly Owned,"5,335","31,565","1,283,214",2.46
PUD No 3 of Mason County,Publicly Owned,1,"2,829","70,992",3.98
Puget Sound Energy Inc,Investor-Owned,"3,968","91,399","1,395,544",6.55
Richland City of,Publicly Owned,3,"3,369","102,326",3.29
Ruston Town of,Publicly Owned,1,20,363,5.51
Seattle City of,Publicly Owned,263,"63,205","1,197,613",5.28
Snohomish County PUD No 1,Publicly Owned,70,"47,790","832,995",5.74
Sumas City of,Publicly Owned,11,611,"10,100",6.05
Tacoma City of,Publicly Owned,"2,200","81,273","1,791,618",4.54
 State Total,,"19,870","660,753","15,791,500",4.18
West Virginia,,,,,
Appalachian Power Co,Investor-Owned,"2,368","163,925","4,444,482",3.69
"Harrison Rural Elec Assn, Inc",Cooperative,12,255,"2,990",8.53
Monongahela Power Co,Investor-Owned,"7,092","183,427","4,748,799",3.86
Philippi Municipal Electric,Publicly Owned,11,580,"10,982",5.28
The Potomac Edison Co,Investor-Owned,"1,616","32,119","749,232",4.29
Wheeling Power Co,Investor-Owned,291,"34,582","945,546",3.66
 State Total,,"11,390","414,888","10,902,031",3.81
