"Table 14. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                 Average Revenue per Kilowatthour for the Residential Sector by State,,,,,
"                 Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Acworth City of,Publicly Owned,"5,506","4,760","54,525",8.73
Adel City of,Publicly Owned,"1,958","2,150","26,604",8.08
Albany Water Gas & Light Comm,Publicly Owned,"31,246","30,851","409,905",7.53
Altamaha Electric Member Corp,Cooperative,"17,605","18,293","225,509",8.11
Amicalola Electric Member Corp,Cooperative,"33,265","36,661","428,933",8.55
Barnesville City of,Publicly Owned,"2,580","2,317","23,100",10.03
Blakely City of,Publicly Owned,"2,140","2,687","33,565",8.01
Blue Ridge Mountain E M C,Cooperative,"21,044","15,547","201,947",7.70
Brinson Town of,Publicly Owned,121,140,"1,915",7.31
Buford City of,Publicly Owned,"2,277","2,145","26,366",8.14
Cairo City of,Publicly Owned,"3,744","4,567","52,170",8.75
Calhoun City of,Publicly Owned,"3,386","2,919","33,784",8.64
Camilla City of,Publicly Owned,"1,872","2,244","26,929",8.33
Canoochee Electric Member Corp,Cooperative,"16,696","19,255","245,947",7.83
Carroll Electric Member Corp,Cooperative,"41,609","45,555","525,988",8.66
Cartersville City of,Publicly Owned,"4,709","5,028","65,503",7.68
Central Georgia El Member Corp,Cooperative,"36,137","41,538","519,824",7.99
Chattanooga City of,Publicly Owned,"9,512","9,972","156,187",6.38
Chickamauga City of,Publicly Owned,816,727,"11,385",6.39
Coastal Electric Member Corp,Cooperative,"11,586","14,200","176,661",8.04
Cobb Electric Membership Corp,Cooperative,"151,635","181,171","2,120,993",8.54
College Park City of,Publicly Owned,"8,302","6,332","85,034",7.45
Colquitt Electric Membership Corp,Cooperative,"48,313","56,593","733,880",7.71
Commerce City of,Publicly Owned,"2,331","2,178","25,669",8.48
Covington City of,Publicly Owned,"8,252","9,330","108,299",8.62
Coweta-Fayette El Member Corp,Cooperative,"57,101","72,486","840,001",8.63
Crisp County Power Comm,Publicly Owned,"9,316","10,053","154,617",6.50
Dalton Utilities,Publicly Owned,"11,046","6,678","156,026",4.28
Diverse Power Incorporated,Cooperative,"21,864","27,195","352,391",7.72
Doerun City of,Publicly Owned,378,372,"4,135",9.00
Douglas City of,Publicly Owned,"3,753","5,080","55,349",9.18
East Point City of,Publicly Owned,"15,328","14,915","183,128",8.14
Elberton City of,Publicly Owned,"3,619","3,263","38,275",8.53
Ellaville City of,Publicly Owned,801,697,"8,436",8.26
Excelsior Electric Member Corp,Cooperative,"17,506","18,784","271,680",6.91
Fairburn City of,Publicly Owned,"1,802","1,402","22,962",6.11
Fitzgerald Wtr Lgt & Bond Comm,Publicly Owned,"5,328","6,453","81,471",7.92
Flint Electric Membership Corp,Cooperative,"58,315","73,085","938,217",7.79
Forsyth City of,Publicly Owned,"1,942","1,569","20,479",7.66
Fort Valley Utility Comm,Publicly Owned,"4,255","3,536","45,760",7.73
Georgia Power Co,Investor-Owned,"1,721,086","1,600,438","22,144,559",7.23
Grady Electric Membership Corp,Cooperative,"17,580","22,106","241,356",9.16
Grantville City of,Publicly Owned,612,535,"7,092",7.54
GreyStone Power Corporation,Cooperative,"79,710","86,399","1,129,605",7.65
Griffin City of,Publicly Owned,"16,607","8,010","125,378",6.39
Habersham Electric Membership Corp,Cooperative,"27,409","26,671","330,417",8.07
Hampton City of,Publicly Owned,"1,402","1,158","17,500",6.62
Hart Electric Member Corp,Cooperative,"27,407","29,026","353,109",8.22
Haywood Electric Member Corp,Cooperative,334,255,"2,492",10.23
Hogansville City of,Publicly Owned,"1,326","1,243","13,092",9.49
Irwin Electric Membership Corp,Cooperative,"10,124","13,313","140,455",9.48
Jackson City of,Publicly Owned,"1,170","1,254","14,603",8.59
Jackson Electric Member Corp,Cooperative,"156,333","171,689","2,205,407",7.78
Jefferson Electric Member Corp,Cooperative,"29,412","36,020","414,024",8.70
La Grange City of,Publicly Owned,"10,393","8,188","105,156",7.79
LaFayette City of,Publicly Owned,"3,281","2,950","37,757",7.81
Lamar Electric Membership Corp,Cooperative,"15,403","18,676","226,757",8.24
Lawrenceville City of,Publicly Owned,"8,361","7,503","99,031",7.58
Little Ocmulgee El Member Corp,Cooperative,"9,660","10,587","122,424",8.65
Mansfield City of,Publicly Owned,234,325,"3,460",9.39
Marietta City of,Publicly Owned,"34,663","29,675","350,612",8.46
Middle Georgia El Member Corp,Cooperative,"4,673","5,475","74,268",7.37
Mitchell Electric Member Corp,Cooperative,"20,197","25,622","325,220",7.88
"Monroe Water, Light & Gas Comm",Publicly Owned,"4,852","4,897","64,000",7.65
Monticello City of,Publicly Owned,"1,078","1,163","13,263",8.77
Moultrie City of,Publicly Owned,"5,629","5,947","70,236",8.47
"Newnan Wtr, Sewer & Light Comm",Publicly Owned,"6,305","5,275","62,484",8.44
Norcross City of,Publicly Owned,"3,083","2,419","32,045",7.55
North Georgia Elec Member Corp,Cooperative,"77,915","84,189","1,358,670",6.20
Ocmulgee Electric Member Corp,Cooperative,"10,027","10,793","123,509",8.74
Oconee Electric Member Corp,Cooperative,"11,084","12,838","149,921",8.56
Okefenoke Rural El Member Corp,Cooperative,"18,678","23,209","282,281",8.22
Oxford City of,Publicly Owned,602,713,"7,070",10.08
Palmetto City of,Publicly Owned,"1,343","1,356","15,365",8.83
Pataula Electric Member Corp,Cooperative,"4,536","3,746","45,391",8.25
Planters Electric Member Corp,Cooperative,"14,401","16,331","220,843",7.39
Quitman City of,Publicly Owned,"1,870","2,330","24,565",9.49
Rayle Electric Membership Corp,Cooperative,"16,085","16,561","196,119",8.44
Sandersville City of,Publicly Owned,"2,234","2,073","28,000",7.40
Satilla Rural Elec Member Corporation,Cooperative,"44,465","53,702","675,011",7.96
Savannah Electric & Power Co,Investor-Owned,"118,879","139,262","1,793,330",7.77
Sawnee Electric Membership Corporation,Cooperative,"104,444","140,182","1,551,874",9.03
Slash Pine Elec Member Corp,Cooperative,"6,421","7,283","98,389",7.40
Snapping Shoals El Member Corp,Cooperative,"70,289","82,046","1,061,836",7.73
Sumter Electric Member Corp,Cooperative,"13,435","18,929","234,225",8.08
Sylvania City of,Publicly Owned,"1,747","1,881","22,795",8.25
Sylvester City of,Publicly Owned,"2,233","2,430","31,406",7.74
Thomaston City of,Publicly Owned,"3,643","3,177","37,426",8.49
Thomasville City of,Publicly Owned,"11,739","13,553","186,207",7.28
Three Notch Elec Member Corp,Cooperative,"11,696","14,588","163,568",8.92
Tri-County Elec Member Corp,Cooperative,"16,796","18,575","236,073",7.87
Tri-State Electric Member Corp,Cooperative,"9,363","8,313","105,540",7.88
Upson Elec Member Corp,Cooperative,"7,855","8,223","91,034",9.03
Walton Electric Member Corp,Cooperative,"92,529","111,117","1,417,561",7.84
Washington City of,Publicly Owned,"1,996","1,809","20,990",8.62
Washington Elec Member Corp,Cooperative,"13,790","15,448","178,825",8.64
West Point City of,Publicly Owned,"1,266","1,393","19,366",7.19
Whigham City of,Publicly Owned,245,335,"3,191",10.50
 State Total,,"3,588,926","3,705,932","48,599,732",7.63
Hawaii,,,,,
Citizens Communications Co,Investor-Owned,"20,118","26,865","119,832",22.42
Hawaii Electric Light Co Inc,Investor-Owned,"55,153","79,483","377,022",21.08
Hawaiian Electric Co Inc,Investor-Owned,"249,896","277,549","2,002,655",13.86
Maui Electric Co Ltd,Investor-Owned,"50,501","69,260","398,871",17.36
 State Total,,"375,668","453,157","2,898,380",15.63
Idaho,,,,,
Albion City of,Publicly Owned,144,148,"2,799",5.29
Atlanta Power Company Inc,Investor-Owned,55,44,126,34.92
Avista Corp,Investor-Owned,"91,076","61,960","1,010,456",6.13
Bonners Ferry City of,Publicly Owned,"1,617","1,115","22,069",5.05
Burley City of,Publicly Owned,"3,623","2,665","43,457",6.13
Clearwater Power Company,Cooperative,"7,778","8,935","100,534",8.89
Declo City of,Publicly Owned,109,81,"2,329",3.48
East End Mutual Elec Co Ltd,Cooperative,508,513,"13,000",3.95
Fall River Rural Elec Coop Inc,Cooperative,"8,108","7,896","92,232",8.56
"Farmers Electric Company, Ltd",Cooperative,155,149,"4,046",3.68
Heyburn City of,Publicly Owned,705,470,"11,798",3.98
"Idaho Cnty L&P Coop Assn, Inc",Cooperative,"2,845","2,950","32,119",9.18
Idaho Falls City of,Publicly Owned,"19,964","15,608","282,632",5.52
Idaho Power Co,Investor-Owned,"331,482","296,274","4,197,803",7.06
Inland Power & Light Company,Cooperative,"1,129",941,"17,371",5.42
Kootenai Electric Coop Inc,Cooperative,"16,437","12,634","200,128",6.31
"Lost River Electric Cooperative, Inc",Cooperative,"1,632","1,636","26,911",6.08
Lower Valley Energy Inc,Cooperative,"1,217",645,"10,657",6.05
Minidoka City of,Publicly Owned,37,32,520,6.15
"Missoula Electric Coop, Inc",Cooperative,25,18,309,5.83
"Northern Lights, Inc",Cooperative,"11,391","12,348","155,454",7.94
PacifiCorp,Investor-Owned,"46,324","22,674","582,967",3.89
Plummer City of,Publicly Owned,654,554,"9,010",6.15
Raft River Rural Elec Coop Inc,Cooperative,"1,339","1,310","20,984",6.24
Rupert City of,Publicly Owned,"2,349","2,560","35,139",7.29
Salmon River Electric Coop Inc,Cooperative,"1,864","2,315","27,927",8.29
Soda Springs City of,Publicly Owned,"1,463",652,"12,509",5.21
"South Side Electric, Inc",Cooperative,915,"1,053","24,205",4.35
"United Electric Co-op, Inc",Cooperative,"4,100","4,976","84,896",5.86
"Vigilante Electric Coop, Inc",Cooperative,25,11,116,9.48
Weiser City of,Publicly Owned,"2,540","1,757","31,409",5.59
 State Total,,"561,610","464,924","7,055,912",6.59
Illinois,,,,,
Adams Electric Cooperative,Cooperative,"7,562","10,319","89,888",11.48
Albany City of,Publicly Owned,395,342,"4,121",8.30
Allendale City of,Publicly Owned,241,187,"2,638",7.09
Altamont City of,Publicly Owned,"1,144",828,"11,386",7.27
Batavia City of,Publicly Owned,"8,950","6,221","87,758",7.09
Bethany Village of,Publicly Owned,628,461,"5,800",7.95
Breese City of,Publicly Owned,"1,772","1,722","25,081",6.87
Bushnell City of,Publicly Owned,"1,488",963,"13,926",6.92
Cairo Public Utility Company,Publicly Owned,"1,407","1,286","15,621",8.23
Carlyle City of,Publicly Owned,"1,458","1,220","14,405",8.47
Carmi City of,Publicly Owned,"2,826","1,762","27,157",6.49
Casey City of,Publicly Owned,"1,627","1,040","14,446",7.20
Central Illinois Light Co,Investor-Owned,"180,273","148,480","1,993,346",7.45
Central Illinois Pub Serv Co,Investor-Owned,"281,108","236,658","3,154,750",7.50
Chatham Village of,Publicly Owned,"3,357","2,972","37,844",7.85
"Clay Electric Cooperative, Inc",Cooperative,"2,798","3,499","30,091",11.63
"Clinton County Elec Coop, Inc",Cooperative,"4,727","7,185","70,469",10.20
Coles-Moultrie Electric Coop,Cooperative,"8,112","10,857","112,099",9.69
Commonwealth Edison Co,Investor-Owned,"3,257,239","2,381,211","27,474,341",8.67
Corn Belt Energy Corporation,Cooperative,"26,032","31,131","297,528",10.46
Eastern Illinois Elec Coop,Cooperative,"12,465","19,024","166,984",11.39
"Edgar Electric Co-op, Assn",Cooperative,"4,990","6,423","58,195",11.04
Egyptian Electric Coop Assn,Cooperative,"12,431","14,527","192,500",7.55
Fairfield City of,Publicly Owned,"2,782","2,030","28,869",7.03
Farmer City City of,Publicly Owned,978,875,"8,825",9.92
Farmers Mutual Electric Co,Cooperative,"1,245","1,670","13,753",12.14
Flora City of,Publicly Owned,"2,618","1,614","24,365",6.62
Freeburg Village of,Publicly Owned,"1,591","1,359","20,163",6.74
Geneseo City of,Publicly Owned,"3,000","1,984","26,316",7.54
Geneva City of,Publicly Owned,"7,555","3,897","77,944",5.00
Greenup Village of,Publicly Owned,763,505,"7,025",7.19
Highland City of,Publicly Owned,"4,852","4,544","56,377",8.06
Illinois Power Co,Investor-Owned,"527,763","435,807","5,548,382",7.85
Illinois Rural Electric Coop,Cooperative,"10,220","12,695","108,854",11.66
Interstate Power and Light Co,Investor-Owned,"10,068","6,019","86,512",6.96
Jo-Carroll Energy Coop Inc,Cooperative,"5,902","6,456","59,123",10.92
Ladd Village of,Publicly Owned,586,417,"5,028",8.29
M J M Electric Cooperative Inc,Cooperative,"8,542","10,445","100,449",10.40
Marshall City of,Publicly Owned,"2,070","1,509","18,943",7.97
Mascoutah City of,Publicly Owned,"2,315","1,881","22,769",8.26
McDonough Power Cooperative,Cooperative,"4,694","5,607","54,000",10.38
McLeansboro City of,Publicly Owned,"1,376",934,"11,234",8.31
Menard Electric Cooperative,Cooperative,"8,782","11,681","102,956",11.35
Metropolis City of,Publicly Owned,"3,279","2,066","32,301",6.40
MidAmerican Energy Co,Investor-Owned,"74,502","50,500","614,065",8.22
"Monroe County Elec Coop, Inc",Cooperative,"6,145","7,509","83,275",9.02
Mt Carmel Public Utility Co,Investor-Owned,"4,622","4,973","54,184",9.18
Naperville City of,Publicly Owned,"48,390","41,635","544,584",7.65
Newton City of,Publicly Owned,"1,491",881,"13,872",6.35
Norris Electric Cooperative,Cooperative,"16,518","16,400","227,520",7.21
Oglesby City of,Publicly Owned,"1,699","1,094","13,262",8.25
Peru City of,Publicly Owned,"4,490","2,553","36,751",6.95
Princeton City of,Publicly Owned,"3,720","2,195","29,088",7.55
Rantoul Village of,Publicly Owned,"5,637","3,636","49,699",7.32
Red Bud City of,Publicly Owned,"1,589","1,015","17,558",5.78
Riverton Village of,Publicly Owned,"1,544","1,033","14,458",7.14
Rochelle Municipal Utilities,Publicly Owned,"5,674","3,936","44,663",8.81
Rock County Electric Coop Assn,Cooperative,86,100,"1,327",7.54
Rock Falls City of,Publicly Owned,"4,684","3,328","39,174",8.50
Roodhouse City of,Publicly Owned,900,699,"6,902",10.13
Rural Electric Conven Coop,Cooperative,"5,111","7,962","73,416",10.85
Scenic Rivers Energy Coop,Cooperative,14,24,295,8.14
"Shelby Electric Coop, Inc",Cooperative,"9,178","13,218","118,266",11.18
South Beloit Wtr Gas & Elec Co,Investor-Owned,"7,380","4,487","70,882",6.33
"Southeastern IL Elec Coop, Inc",Cooperative,"19,687","23,331","300,378",7.77
Southern Illinois Elec Coop,Cooperative,"11,040","12,961","147,513",8.79
Southwestern Electric Coop Inc,Cooperative,"18,171","23,840","242,721",9.82
"Spoon River Electric Coop, Inc",Cooperative,"4,287","5,058","39,054",12.95
Springfield City of,Publicly Owned,"57,428","38,251","626,195",6.11
St Charles City of,Publicly Owned,"12,274","7,585","109,834",6.91
Sullivan City of,Publicly Owned,"2,070","1,791","20,143",8.89
"Tri-County Electric Coop, Inc",Cooperative,"14,713","23,147","210,479",11.00
Union Electric Co,Investor-Owned,"56,691","45,038","684,443",6.58
Waterloo City of,Publicly Owned,"3,306","2,904","34,124",8.51
Wayne-White Counties Elec Coop,Cooperative,"12,138","13,209","136,371",9.69
Western Illinois Elec Coop,Cooperative,"3,324","4,429","36,952",11.99
Winnetka Village of,Publicly Owned,"4,486","6,876","74,059",9.28
 State Total,,"4,857,000","3,777,911","45,030,069",8.39
Indiana,,,,,
Advance Town of,Publicly Owned,281,263,"3,469",7.58
Anderson City of,Publicly Owned,"32,124","19,596","337,726",5.80
Argos Town of,Publicly Owned,751,410,"6,331",6.48
Auburn City of,Publicly Owned,"5,221","2,668","59,391",4.49
Avilla Town of,Publicly Owned,867,423,"7,508",5.63
Bainbridge Town of,Publicly Owned,325,199,"3,234",6.15
Bargersville Town of,Publicly Owned,"3,056","2,025","29,355",6.90
Bartholomew County Rural E M C,Cooperative,"9,675","10,485","142,339",7.37
Bluffton City of,Publicly Owned,"4,647","2,644","47,020",5.62
Boone County Rural EMC,Cooperative,"8,409","11,208","159,290",7.04
Bremen Electric Light & Power Co,Publicly Owned,"1,819",729,"14,923",4.89
Brooklyn Town of,Publicly Owned,530,481,"6,206",7.75
Brookston Town of,Publicly Owned,761,443,"8,038",5.51
Cannelton Utilities,Publicly Owned,808,543,"7,336",7.40
Carroll County REMC,Cooperative,"6,480","6,505","91,595",7.10
Centerville Town of,Publicly Owned,"1,126",795,"14,251",5.58
Chalmers Town of,Publicly Owned,304,158,"2,727",5.79
Clark County Rural E M C,Cooperative,"17,298","20,356","265,204",7.68
Coatesville Town of,Publicly Owned,253,197,"3,309",5.95
Columbia City City of,Publicly Owned,"3,718","2,192","36,708",5.97
Covington City of,Publicly Owned,"1,445",870,"14,771",5.89
Crane Town of,Publicly Owned,115,83,"1,231",6.74
"Crawfordsville Elec, Lgt & Pwr",Publicly Owned,"7,850","5,259","80,454",6.54
Darlington Light & Power Co,Publicly Owned,564,484,"7,170",6.75
Daviess Martin County R E M C,Cooperative,"7,235","8,578","106,894",8.02
Decatur County Rural E M C,Cooperative,"6,634","7,128","98,916",7.21
Dublin Municipal Electric Util,Publicly Owned,456,353,"5,214",6.77
Dubois Rural Electric Coop Inc,Cooperative,"11,276","10,629","149,366",7.12
Dunreith Town of,Publicly Owned,117,75,"1,255",5.98
Edinburg Municipal Utilities,Publicly Owned,"2,220","1,234","23,170",5.33
Etna Green Town of,Publicly Owned,323,170,"2,250",7.56
Ferdinand Town of,Publicly Owned,604,366,"6,374",5.74
Flora Utilities,Publicly Owned,"1,082",754,"12,097",6.23
Frankfort City of,Publicly Owned,"7,845","4,239","77,735",5.45
Frankton Town of,Publicly Owned,979,674,"12,699",5.31
Fulton County Rural E M C,Cooperative,"5,273","5,231","68,739",7.61
Garrett City of,Publicly Owned,"2,895","1,583","29,276",5.41
Gas City City of,Publicly Owned,"2,616","1,885","28,183",6.69
Greendale City of,Publicly Owned,"1,899","1,476","22,509",6.56
Greenfield City of,Publicly Owned,"7,238","3,534","67,550",5.23
Hagerstown City of,Publicly Owned,"1,189",844,"15,598",5.41
Hancock County Rural E M C,Cooperative,"9,265","11,081","151,573",7.31
Harrison County Rural E M C,Cooperative,"18,853","21,482","313,921",6.84
Hendricks County Rural E M C,Cooperative,"22,091","25,781","344,371",7.49
Henry County Rural E M C,Cooperative,"8,822","8,757","136,477",6.42
Huntingburg City of,Publicly Owned,"2,704","2,073","29,999",6.91
Indiana Michigan Power Co,Investor-Owned,"393,272","302,069","4,581,098",6.59
Indianapolis Power & Light Co,Investor-Owned,"400,130","292,855","4,938,673",5.93
Jackson County Rural E M C,Cooperative,"22,165","25,141","374,868",6.71
Jamestown Town of,Publicly Owned,462,372,"6,153",6.05
Jasper City of,Publicly Owned,"5,247","3,684","68,185",5.40
Jasper County Rural E M C,Cooperative,"6,676","6,919","88,331",7.83
Jay County Rural E M C,Cooperative,"5,405","7,197","89,786",8.02
Johnson County Rural E M C,Cooperative,"16,027","17,591","231,830",7.59
Kankakee Valley Rural E M C,Cooperative,"15,883","13,226","178,522",7.41
Kingsford Heights Town of,Publicly Owned,524,250,"3,556",7.03
Knightstown Town of,Publicly Owned,"1,338",774,"13,800",5.61
