"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Cairo City of,Publicly Owned,524,"2,391","29,053",8.23
Calhoun City of,Publicly Owned,958,"8,610","94,301",9.13
Camilla City of,Publicly Owned,402,"1,413","16,819",8.40
Canoochee Electric Member Corp,Cooperative,285,"3,684","50,660",7.27
Carroll Electric Member Corp,Cooperative,"2,084","8,801","104,247",8.44
Cartersville City of,Publicly Owned,"1,417","10,164","148,245",6.86
Central Georgia El Member Corp,Cooperative,"2,308","7,006","84,088",8.33
Chattanooga City of,Publicly Owned,"1,243","4,114","60,176",6.84
Chickamauga City of,Publicly Owned,141,947,"16,594",5.71
Coastal Electric Member Corp,Cooperative,"1,384","2,995","41,506",7.22
Cobb Electric Membership Corp,Cooperative,"11,488","63,644","908,281",7.01
College Park City of,Publicly Owned,745,"11,021","172,021",6.41
Colquitt Electric Membership Corp,Cooperative,"3,070","5,565","70,073",7.94
Commerce City of,Publicly Owned,318,"1,543","16,431",9.39
Covington City of,Publicly Owned,"1,552","10,116","103,812",9.74
Coweta-Fayette El Member Corp,Cooperative,"3,749","16,621","186,321",8.92
Crisp County Power Comm,Publicly Owned,"2,186","6,123","89,578",6.84
Dalton Utilities,Publicly Owned,"2,926","19,629","438,088",4.48
Diverse Power Incorporated,Cooperative,"2,846","6,107","69,756",8.75
Doerun City of,Publicly Owned,103,255,"2,492",10.23
Douglas City of,Publicly Owned,"1,299","3,266","38,755",8.43
East Point City of,Publicly Owned,"1,192","10,111","124,154",8.14
Elberton City of,Publicly Owned,"1,019","4,416","65,482",6.74
Ellaville City of,Publicly Owned,113,260,"2,911",8.93
Excelsior Electric Member Corp,Cooperative,"1,142","2,704","34,841",7.76
Fairburn City of,Publicly Owned,299,"1,538","16,267",9.45
Fitzgerald Wtr Lgt & Bond Comm,Publicly Owned,631,"3,352","37,482",8.94
Flint Electric Membership Corp,Cooperative,"7,346","23,325","344,292",6.77
Forsyth City of,Publicly Owned,467,"2,207","21,258",10.38
Fort Valley Utility Comm,Publicly Owned,394,"1,808","20,420",8.85
Georgia Power Co,Investor-Owned,"247,207","1,631,130","26,954,922",6.05
Grady Electric Membership Corp,Cooperative,389,"1,586","19,029",8.33
GreyStone Power Corporation,Cooperative,"7,049","32,875","435,053",7.56
Griffin City of,Publicly Owned,"1,974","9,627","126,228",7.63
Habersham Electric Membership Corp,Cooperative,"2,111","5,915","84,170",7.03
Hampton City of,Publicly Owned,112,342,"4,900",6.98
Hart Electric Member Corp,Cooperative,"5,530","9,740","117,669",8.28
Haywood Electric Member Corp,Cooperative,1,1,15,6.67
Hogansville City of,Publicly Owned,158,489,"6,513",7.51
Irwin Electric Membership Corp,Cooperative,720,"2,368","23,376",10.13
Jackson City of,Publicly Owned,378,"1,810","19,607",9.23
Jackson Electric Member Corp,Cooperative,"12,577","73,420","986,068",7.45
Jefferson Electric Member Corp,Cooperative,"1,350","4,441","56,880",7.81
La Grange City of,Publicly Owned,"1,757","9,879","113,503",8.70
LaFayette City of,Publicly Owned,525,"2,619","28,525",9.18
Lamar Electric Membership Corp,Cooperative,951,"2,147","23,147",9.28
Lawrenceville City of,Publicly Owned,"1,491","13,971","219,255",6.37
Little Ocmulgee El Member Corp,Cooperative,70,"1,842","34,412",5.35
Mansfield City of,Publicly Owned,20,75,796,9.42
Marietta City of,Publicly Owned,"5,923","54,624","723,629",7.55
Middle Georgia El Member Corp,Cooperative,"2,138","3,457","37,553",9.21
Mitchell Electric Member Corp,Cooperative,"1,994","6,727","85,142",7.90
"Monroe Water, Light & Gas Comm",Publicly Owned,699,"6,330","68,000",9.31
Monticello City of,Publicly Owned,191,"1,119","10,772",10.39
Moultrie City of,Publicly Owned,"1,016","6,310","69,250",9.11
"Newnan Wtr, Sewer & Light Comm",Publicly Owned,"1,248","9,824","122,524",8.02
Norcross City of,Publicly Owned,646,"3,490","43,900",7.95
North Georgia Elec Member Corp,Cooperative,"12,599","29,795","443,663",6.72
Ocmulgee Electric Member Corp,Cooperative,567,"1,862","24,530",7.59
Oconee Electric Member Corp,Cooperative,715,"1,728","19,789",8.73
Okefenoke Rural El Member Corp,Cooperative,"1,314","2,836","36,693",7.73
Oxford City of,Publicly Owned,72,642,"5,990",10.72
Palmetto City of,Publicly Owned,178,604,"5,317",11.36
Pataula Electric Member Corp,Cooperative,346,918,"10,742",8.55
Planters Electric Member Corp,Cooperative,530,"1,048","16,584",6.32
Quitman City of,Publicly Owned,459,"2,370","27,841",8.51
Rayle Electric Membership Corp,Cooperative,"1,245","1,915","22,143",8.65
Sandersville City of,Publicly Owned,424,"3,847","54,000",7.12
Satilla Rural Elec Member Corporation,Cooperative,"2,203","5,211","60,366",8.63
Savannah Electric & Power Co,Investor-Owned,"16,407","104,195","1,477,224",7.05
Sawnee Electric Membership Corporation,Cooperative,"9,773","48,032","578,132",8.31
Slash Pine Elec Member Corp,Cooperative,294,617,"10,013",6.16
Snapping Shoals El Member Corp,Cooperative,"3,964","12,614","180,555",6.99
Sumter Electric Member Corp,Cooperative,"4,098","4,947","46,687",10.60
Sylvania City of,Publicly Owned,415,"2,651","27,766",9.55
Sylvester City of,Publicly Owned,428,"2,420","27,961",8.65
Thomaston City of,Publicly Owned,504,"4,346","50,063",8.68
Thomasville City of,Publicly Owned,"2,192","19,487","311,701",6.25
Three Notch Elec Member Corp,Cooperative,448,"2,039","22,917",8.90
Tri-County Elec Member Corp,Cooperative,"1,306","3,708","49,091",7.55
Tri-State Electric Member Corp,Cooperative,"1,743","5,013","63,981",7.84
Upson Elec Member Corp,Cooperative,"1,011","1,233","11,954",10.31
Walton Electric Member Corp,Cooperative,"6,221","29,652","390,709",7.59
Washington City of,Publicly Owned,296,"1,424","17,253",8.25
Washington Elec Member Corp,Cooperative,487,"3,504","42,964",8.16
West Point City of,Publicly Owned,358,"2,430","26,284",9.25
Whigham City of,Publicly Owned,61,145,"1,338",10.84
 State Total,,"440,687","2,512,885","38,886,943",6.46
Hawaii,,,,,
Citizens Communications Co,Investor-Owned,"3,434","21,403","94,359",22.68
Hawaii Electric Light Co Inc,Investor-Owned,"10,718","77,488","391,901",19.77
Hawaiian Electric Co Inc,Investor-Owned,"31,798","281,698","2,309,597",12.20
Maui Electric Co Ltd,Investor-Owned,"8,621","66,409","372,076",17.85
 State Total,,"54,571","446,998","3,167,933",14.11
Idaho,,,,,
Albion City of,Publicly Owned,9,15,277,5.42
Atlanta Power Company Inc,Investor-Owned,7,24,109,22.02
Avista Corp,Investor-Owned,"14,788","59,196","881,248",6.72
Bonners Ferry City of,Publicly Owned,454,"1,085","18,878",5.75
Burley City of,Publicly Owned,665,"2,825","61,702",4.58
Clearwater Power Company,Cooperative,653,"1,688","23,498",7.18
Declo City of,Publicly Owned,6,26,541,4.81
Fall River Rural Elec Coop Inc,Cooperative,"1,817","4,888","71,847",6.80
Heyburn City of,Publicly Owned,57,195,"4,084",4.77
"Idaho Cnty L&P Coop Assn, Inc",Cooperative,238,402,"5,141",7.82
Idaho Falls City of,Publicly Owned,"3,078","14,827","253,003",5.86
Idaho Power Co,Investor-Owned,"62,907","277,575","5,057,033",5.49
Inland Power & Light Company,Cooperative,72,113,"2,414",4.68
Kootenai Electric Coop Inc,Cooperative,"1,321","4,557","76,804",5.93
"Lost River Electric Cooperative, Inc",Cooperative,198,271,"4,279",6.33
Lower Valley Energy Inc,Cooperative,216,197,"3,652",5.39
Minidoka City of,Publicly Owned,2,1,18,5.56
"Missoula Electric Coop, Inc",Cooperative,20,39,842,4.63
"Northern Lights, Inc",Cooperative,669,999,"5,036",19.84
PacifiCorp,Investor-Owned,"6,671","20,611","354,840",5.81
Plummer City of,Publicly Owned,127,405,"7,653",5.29
Raft River Rural Elec Coop Inc,Cooperative,172,179,"3,434",5.21
Rupert City of,Publicly Owned,359,"2,144","36,635",5.85
Salmon River Electric Coop Inc,Cooperative,438,"1,176","18,305",6.42
Soda Springs City of,Publicly Owned,290,755,"10,373",7.28
"United Electric Co-op, Inc",Cooperative,768,"2,616","42,904",6.10
Weiser City of,Publicly Owned,314,"1,060","17,977",5.90
 State Total,,"96,316","397,869","6,962,527",5.71
Illinois,,,,,
Adams Electric Cooperative,Cooperative,115,"1,902","30,095",6.32
Albany City of,Publicly Owned,46,76,963,7.89
Allendale City of,Publicly Owned,15,56,544,10.29
Altamont City of,Publicly Owned,200,599,"8,616",6.95
Batavia City of,Publicly Owned,476,408,"14,519",2.81
Bethany Village of,Publicly Owned,72,231,"2,700",8.56
Breese City of,Publicly Owned,235,"1,065","15,829",6.73
Bushnell City of,Publicly Owned,256,456,"6,345",7.19
Cairo Public Utility Company,Publicly Owned,401,"1,811","21,215",8.54
Carlyle City of,Publicly Owned,256,906,"11,992",7.56
Carmi City of,Publicly Owned,619,"1,752","28,806",6.08
Casey City of,Publicly Owned,242,"2,351","21,570",10.90
Central Illinois Light Co,Investor-Owned,"22,894","127,767","1,819,814",7.02
Central Illinois Pub Serv Co,Investor-Owned,"40,935","175,087","2,589,945",6.76
Chatham Village of,Publicly Owned,279,"1,195","12,896",9.27
"Clay Electric Cooperative, Inc",Cooperative,277,913,"8,456",10.80
"Clinton County Elec Coop, Inc",Cooperative,529,"2,849","39,838",7.15
Coles-Moultrie Electric Coop,Cooperative,823,"2,938","33,594",8.75
Commonwealth Edison Co,Investor-Owned,"313,177","1,940,066","25,517,175",7.60
Corn Belt Energy Corporation,Cooperative,"1,451","7,982","91,516",8.72
Eastern Illinois Elec Coop,Cooperative,832,"2,860","32,118",8.90
"Edgar Electric Co-op, Assn",Cooperative,220,"1,577","20,030",7.87
Egyptian Electric Coop Assn,Cooperative,904,"4,469","67,800",6.59
Fairfield City of,Publicly Owned,471,"1,860","27,971",6.65
Farmer City City of,Publicly Owned,139,268,"2,900",9.24
Farmers Mutual Electric Co,Cooperative,137,308,"2,827",10.89
Flora City of,Publicly Owned,298,363,"4,513",8.04
Freeburg Village of,Publicly Owned,33,354,"7,153",4.95
Geneseo City of,Publicly Owned,522,"1,845","29,721",6.21
Geneva City of,Publicly Owned,"1,792","11,384","227,691",5.00
Greenup Village of,Publicly Owned,175,459,"6,403",7.17
Highland City of,Publicly Owned,550,559,"7,829",7.14
Illinois Power Co,Investor-Owned,"65,089","337,969","4,415,749",7.65
Illinois Rural Electric Coop,Cooperative,186,"1,952","20,521",9.51
Interstate Power and Light Co,Investor-Owned,"1,827","3,388","48,247",7.02
Jo-Carroll Energy Coop Inc,Cooperative,412,"1,530","21,353",7.17
Ladd Village of,Publicly Owned,55,131,"1,438",9.11
M J M Electric Cooperative Inc,Cooperative,139,"1,411","20,581",6.86
Marshall City of,Publicly Owned,340,662,"7,588",8.72
Mascoutah City of,Publicly Owned,266,"1,057","14,921",7.08
McDonough Power Cooperative,Cooperative,154,486,"5,000",9.72
McLeansboro City of,Publicly Owned,217,733,"9,160",8.00
Menard Electric Cooperative,Cooperative,"1,185","2,096","20,214",10.37
Metropolis City of,Publicly Owned,383,"1,408","19,284",7.30
MidAmerican Energy Co,Investor-Owned,"7,822","26,950","418,226",6.44
"Monroe County Elec Coop, Inc",Cooperative,92,709,"9,214",7.69
Mt Carmel Public Utility Co,Investor-Owned,853,"1,422","14,740",9.65
Naperville City of,Publicly Owned,"4,198","26,870","448,184",6.00
Newton City of,Publicly Owned,294,915,"15,511",5.90
Norris Electric Cooperative,Cooperative,"1,159","1,126","13,691",8.22
Oglesby City of,Publicly Owned,180,274,"3,094",8.86
Peru City of,Publicly Owned,685,"2,609","34,516",7.56
Princeton City of,Publicly Owned,665,859,"10,289",8.35
Rantoul Village of,Publicly Owned,487,"1,199","13,713",8.74
Red Bud City of,Publicly Owned,313,"1,168","17,468",6.69
Riverton Village of,Publicly Owned,64,381,"5,063",7.53
Rochelle Municipal Utilities,Publicly Owned,880,"3,236","37,350",8.66
Rock County Electric Coop Assn,Cooperative,1,1,14,7.14
Rock Falls City of,Publicly Owned,399,"1,380","15,865",8.70
Roodhouse City of,Publicly Owned,81,184,"2,064",8.91
Rural Electric Conven Coop,Cooperative,323,"1,244","12,837",9.69
"Shelby Electric Coop, Inc",Cooperative,85,688,"8,024",8.57
South Beloit Wtr Gas & Elec Co,Investor-Owned,861,"2,681","42,621",6.29
"Southeastern IL Elec Coop, Inc",Cooperative,"1,439","2,916","33,252",8.77
Southern Illinois Elec Coop,Cooperative,462,"2,196","30,477",7.21
Southwestern Electric Coop Inc,Cooperative,295,"5,293","72,072",7.34
"Spoon River Electric Coop, Inc",Cooperative,269,378,"2,836",13.33
Springfield City of,Publicly Owned,"7,258","70,018","982,857",7.12
St Charles City of,Publicly Owned,"1,653","9,998","160,004",6.25
Sullivan City of,Publicly Owned,370,"1,767","16,613",10.64
"Tri-County Electric Coop, Inc",Cooperative,258,"2,456","29,026",8.46
Union Electric Co,Investor-Owned,"8,581","41,790","830,213",5.03
Waterloo City of,Publicly Owned,242,435,"4,940",8.81
Wayne-White Counties Elec Coop,Cooperative,"1,158","2,386","29,542",8.08
Western Illinois Elec Coop,Cooperative,84,409,"4,766",8.58
Winnetka Village of,Publicly Owned,552,"3,225","40,075",8.05
 State Total,,"501,687","2,866,702","38,676,597",7.41
Indiana,,,,,
Advance Town of,Publicly Owned,33,17,687,2.47
Anderson City of,Publicly Owned,"3,433","15,457","323,019",4.79
Argos Town of,Publicly Owned,77,158,"2,368",6.67
Auburn City of,Publicly Owned,793,"1,493","24,716",6.04
Avilla Town of,Publicly Owned,101,147,"1,877",7.83
Bainbridge Town of,Publicly Owned,48,124,"1,802",6.88
Bargersville Town of,Publicly Owned,368,352,"4,686",7.51
Bartholomew County Rural E M C,Cooperative,571,"2,168","30,836",7.03
Bluffton City of,Publicly Owned,760,"1,814","29,218",6.21
Boone County Rural EMC,Cooperative,461,"2,160","32,484",6.65
Bremen Electric Light & Power Co,Publicly Owned,387,684,"13,975",4.89
Brooklyn Town of,Publicly Owned,27,68,"1,019",6.67
Brookston Town of,Publicly Owned,76,106,"1,556",6.81
Cannelton Utilities,Publicly Owned,174,244,"3,697",6.60
Carroll County REMC,Cooperative,69,856,"13,265",6.45
Centerville Town of,Publicly Owned,146,390,"6,028",6.47
Chalmers Town of,Publicly Owned,45,27,404,6.68
Clark County Rural E M C,Cooperative,974,"5,073","80,603",6.29
Coatesville Town of,Publicly Owned,50,40,560,7.14
Columbia City City of,Publicly Owned,617,"1,394","23,180",6.01
Covington City of,Publicly Owned,158,224,"4,207",5.32
"Crawfordsville Elec, Lgt & Pwr",Publicly Owned,"1,452","2,927","46,743",6.26
Darlington Light & Power Co,Publicly Owned,93,491,"8,800",5.58
Daviess Martin County R E M C,Cooperative,507,"1,045","15,076",6.93
Decatur County Rural E M C,Cooperative,410,"1,443","21,970",6.57
Dublin Municipal Electric Util,Publicly Owned,31,17,275,6.18
Dubois Rural Electric Coop Inc,Cooperative,729,"1,181","16,587",7.12
Dunreith Town of,Publicly Owned,22,34,226,15.04
Edinburg Municipal Utilities,Publicly Owned,293,288,"4,912",5.86
Etna Green Town of,Publicly Owned,40,81,"1,250",6.48
Ferdinand Town of,Publicly Owned,113,434,"8,364",5.19
Flora Utilities,Publicly Owned,162,255,"4,191",6.08
Frankfort City of,Publicly Owned,"1,315","2,320","46,840",4.95
Frankton Town of,Publicly Owned,85,213,"4,577",4.65
Fulton County Rural E M C,Cooperative,625,"1,353","19,041",7.11
Garrett City of,Publicly Owned,277,883,"8,091",10.91
Gas City City of,Publicly Owned,297,"1,615","27,360",5.90
Greendale City of,Publicly Owned,176,"1,896","5,706",33.23
Greenfield City of,Publicly Owned,742,"3,482","78,267",4.45
Hagerstown City of,Publicly Owned,122,320,"5,969",5.36
Hancock County Rural E M C,Cooperative,459,"1,357","18,618",7.29
Harrison County Rural E M C,Cooperative,980,"4,230","66,544",6.36
Hendricks County Rural E M C,Cooperative,335,"4,236","69,727",6.08
Henry County Rural E M C,Cooperative,562,"2,041","29,162",7.00
Huntingburg City of,Publicly Owned,464,"1,303","17,955",7.26
Indiana Michigan Power Co,Investor-Owned,"47,289","232,362","4,144,351",5.61
Indianapolis Power & Light Co,Investor-Owned,"44,428","130,642","2,018,031",6.47
Jackson County Rural E M C,Cooperative,"1,005","2,699","43,045",6.27
Jamestown Town of,Publicly Owned,68,133,"2,482",5.36
Jasper City of,Publicly Owned,"1,035","4,974","98,267",5.06
Jasper County Rural E M C,Cooperative,"1,138","3,846","59,582",6.45
Jay County Rural E M C,Cooperative,20,849,"8,880",9.56
Johnson County Rural E M C,Cooperative,682,"4,024","65,964",6.10
Kankakee Valley Rural E M C,Cooperative,"1,919","3,441","43,029",8.00
Kingsford Heights Town of,Publicly Owned,48,132,"1,672",7.89
Knightstown Town of,Publicly Owned,337,238,"3,800",6.26
Kosciusko County Rural E M C,Cooperative,950,"8,318","154,029",5.40
Ladoga Town of,Publicly Owned,13,48,882,5.44
Lagrange County Rural E M C,Cooperative,713,"1,597","28,643",5.58
Lawrenceburg Municipal Utils,Publicly Owned,853,"1,171","16,832",6.96
Lebanon City of,Publicly Owned,896,"1,012","97,334",1.04
Lewisville City of,Publicly Owned,44,34,622,5.47
Linton City of,Publicly Owned,431,"1,970","33,010",5.97
Logansport City of,Publicly Owned,"1,855","4,505","75,847",5.94
Miami-Cass County Rural E M C,Cooperative,219,937,"13,639",6.87
Middletown Town of,Publicly Owned,111,84,"5,592",1.50
Midwest Energy Cooperative,Cooperative,4,12,174,6.90
Mishawaka City of,Publicly Owned,"3,257","20,639","368,309",5.60
Montezuma Town of,Publicly Owned,102,123,"1,539",7.99
New Carlisle Town of,Publicly Owned,113,389,"1,607",24.21
New Ross City of,Publicly Owned,16,32,546,5.86
Newton County Rural E M C,Cooperative,43,35,426,8.22
Noble County R E M C,Cooperative,314,"3,689","64,297",5.74
Northeastern Rural E M C,Cooperative,"1,277","7,195","116,143",6.19
Northern Indiana Pub Serv Co,Investor-Owned,"47,830","297,225","3,618,327",8.21
Orange County Rural E M C,Cooperative,319,587,"9,185",6.39
Paoli Town of,Publicly Owned,270,571,"6,319",9.04
Parke County Rural E M C,Cooperative,"1,756","2,301","30,123",7.64
"Paulding-Putman Elec Coop, Inc",Cooperative,144,911,"16,530",5.51
Pendleton Town of,Publicly Owned,297,996,"12,043",8.27
Peru City of,Publicly Owned,"1,229","1,493","25,379",5.88
Pittsboro Town of,Publicly Owned,65,171,"1,569",10.90
PSI Energy Inc,Investor-Owned,"86,603","366,896","7,131,102",5.15
Rensselaer City of,Publicly Owned,450,768,"14,501",5.30
Richmond City of,Publicly Owned,"2,961","6,858","125,056",5.48
Rising Sun City of,Publicly Owned,251,"1,124","18,210",6.17
Rockville Town of,Publicly Owned,296,807,"12,464",6.47
RushShelby Energy,Cooperative,145,"1,534","21,000",7.30
Scottsburg City of,Publicly Owned,820,847,"70,711",1.20
South Central Indiana REMC,Cooperative,202,"3,094","53,646",5.77
South Whitley Town of,Publicly Owned,90,186,"3,264",5.70
Southeastern Indiana R E M C,Cooperative,839,"2,364","38,931",6.07
Southern Indiana Gas & Elec Co,Investor-Owned,"17,133","80,846","1,467,781",5.51
"Southern Indiana R E C, Inc",Cooperative,577,"1,961","31,159",6.29
Spiceland Town of,Publicly Owned,84,222,"4,774",4.65
